radius (m),mass (kg),gravity,atmosphere,oxygene,avg_temp (C),water,rotational_period (h),life
8965000.0,1.6597932634358004e+25,1.4,YES,YES,48.6,YES,31.1,YES
10594000.0,2.7379741062096933e+25,1.66,YES,YES,61.0,NO,12.8,NO
7505000.0,9.73135871870222e+24,1.18,NO,NO,60.0,NO,26.9,NO
11272000.0,3.298360297041742e+25,1.77,YES,YES,39.2,NO,29.8,NO
8327000.0,1.3293813957838038e+25,1.3,YES,YES,28.3,NO,36.5,NO
13894000.0,6.176745581989062e+25,2.18,YES,YES,78.1,NO,55.5,NO
4120000.0,1.6105837315222283e+24,0.65,NO,NO,27.0,NO,36.3,NO
13153000.0,5.238552636696771e+25,2.06,YES,YES,7.6,NO,48.8,NO
9373000.0,1.8960706697037757e+25,1.47,NO,NO,105.7,NO,9.9,NO
14161000.0,6.539506215898299e+25,2.22,NO,NO,43.3,NO,33.2,NO
6735000.0,7.033906333154835e+24,1.05,NO,NO,21.4,NO,34.7,YES
12320000.0,4.305961292558469e+25,1.93,NO,NO,62.3,NO,25.9,NO
10905000.0,2.987013897905541e+25,1.71,YES,NO,25.8,NO,29.8,NO
8558000.0,1.4432665573425566e+25,1.34,YES,YES,67.9,NO,45.7,NO
9495000.0,1.970617704858138e+25,1.49,YES,YES,85.8,NO,39.5,NO
5736000.0,4.347047217984504e+24,0.9,NO,NO,43.8,NO,23.0,NO
12141000.0,4.120180949622783e+25,1.9,YES,YES,27.3,NO,28.3,NO
11984000.0,3.9629762534329675e+25,1.88,YES,YES,45.7,YES,29.2,NO
7170000.0,8.488834222384314e+24,1.12,NO,NO,56.8,NO,29.2,NO
9931000.0,2.254978545887741e+25,1.56,YES,YES,125.1,NO,33.5,NO
3508000.0,9.940327676018603e+23,0.55,YES,YES,28.0,NO,23.3,NO
10373000.0,2.5699833983099953e+25,1.62,NO,NO,89.7,NO,58.5,NO
14063000.0,6.4057944578475195e+25,2.2,YES,YES,54.2,YES,53.5,YES
3335000.0,8.539514238322217e+23,0.52,NO,NO,46.7,NO,17.3,NO
10920000.0,2.9981381712218967e+25,1.71,YES,YES,41.8,NO,12.7,NO
7589000.0,1.006297712134571e+25,1.19,YES,YES,87.7,NO,32.6,NO
11294000.0,3.3176663535534557e+25,1.77,NO,NO,49.2,NO,14.3,NO
12173000.0,4.154455367907808e+25,1.91,NO,NO,85.8,NO,40.7,NO
10809000.0,2.908012690157962e+25,1.69,NO,NO,25.7,NO,19.7,NO
6978000.0,7.824043379723389e+24,1.09,YES,YES,68.5,NO,25.6,NO
3740000.0,1.2048177390323831e+24,0.59,YES,YES,44.7,NO,23.5,NO
9603000.0,2.039464624324461e+25,1.5,NO,NO,61.4,NO,30.1,NO
3417000.0,9.183333170396137e+23,0.54,NO,NO,58.7,NO,23.2,NO
5523000.0,3.8787916095776764e+24,0.86,NO,NO,59.4,NO,24.6,NO
10629000.0,2.7643693166580146e+25,1.66,YES,YES,39.0,YES,39.4,NO
9608000.0,2.0414846377794524e+25,1.5,YES,YES,84.4,YES,43.7,YES
9013000.0,1.6854195405485823e+25,1.41,NO,NO,-12.9,NO,16.8,NO
10561000.0,2.7128255660884012e+25,1.65,NO,NO,23.1,NO,19.9,NO
5965000.0,4.886987343074172e+24,0.93,NO,NO,-51.3,NO,28.9,NO
9778000.0,2.1517844648456058e+25,1.53,NO,NO,17.9,NO,34.6,NO
8663000.0,1.4973669949586406e+25,1.36,NO,NO,11.6,NO,33.4,NO
5151000.0,3.1474395804946494e+24,0.81,YES,YES,36.1,NO,27.6,NO
8835000.0,1.5876276984863623e+25,1.38,NO,NO,52.1,NO,23.9,NO
7026000.0,7.985729628366404e+24,1.1,YES,NO,53.8,YES,31.3,NO
11948000.0,3.92887565522344e+25,1.87,NO,NO,46.3,NO,26.9,NO
11290000.0,3.3129261769950366e+25,1.77,NO,NO,52.8,NO,21.1,NO
8515000.0,1.4214511821459718e+25,1.33,NO,NO,17.0,NO,41.7,NO
17205000.0,1.1728159880542061e+26,2.7,YES,YES,89.7,NO,52.5,NO
10564000.0,2.7137601044863403e+25,1.65,NO,NO,87.7,NO,36.5,NO
9239000.0,1.8159772587311449e+25,1.45,NO,NO,29.4,NO,30.7,NO
10427000.0,2.6100451991772707e+25,1.63,NO,NO,39.8,NO,20.9,NO
11625000.0,3.61823731872308e+25,1.82,NO,NO,79.4,NO,40.0,NO
10903000.0,2.9853589168563236e+25,1.71,NO,NO,24.8,NO,47.0,NO
8029000.0,1.192190617928983e+25,1.26,NO,NO,52.4,NO,35.1,NO
8367000.0,1.3487411893644203e+25,1.31,NO,NO,40.8,NO,33.8,NO
12773000.0,4.798953301581982e+25,2.0,YES,YES,27.2,NO,43.6,NO
4806000.0,2.5560599615174377e+24,0.75,NO,NO,43.8,NO,38.7,NO
4712000.0,2.4088283112939966e+24,0.74,NO,NO,43.0,NO,37.1,NO
11225000.0,3.257124867591428e+25,1.76,NO,NO,37.5,NO,21.4,NO
6803000.0,7.251526373104518e+24,1.07,NO,NO,52.7,NO,49.8,NO
8429000.0,1.379388002299837e+25,1.32,NO,NO,75.8,NO,16.7,NO
13600000.0,5.791229038030897e+25,2.13,YES,YES,72.2,NO,25.9,NO
7325000.0,9.052478773580465e+24,1.15,NO,NO,42.6,NO,26.6,NO
7764000.0,1.0774767573368585e+25,1.22,NO,NO,60.5,NO,28.1,NO
7010000.0,7.929729116843201e+24,1.1,YES,YES,61.6,NO,36.9,NO
8762000.0,1.5489966413253997e+25,1.37,YES,YES,49.0,NO,15.6,NO
7546000.0,9.893098354110906e+24,1.18,NO,NO,45.0,NO,15.7,NO
9561000.0,2.013168619232579e+25,1.5,NO,NO,82.3,NO,42.0,NO
8366000.0,1.3485814149172756e+25,1.31,NO,NO,67.2,NO,42.5,NO
8276000.0,1.305453514825276e+25,1.3,NO,NO,10.6,NO,34.6,NO
5159000.0,3.161726911910482e+24,0.81,NO,NO,44.5,NO,37.2,YES
9366000.0,1.8918488204376374e+25,1.47,NO,NO,44.0,NO,34.8,NO
13329000.0,5.452902196885708e+25,2.09,YES,YES,34.4,NO,34.3,NO
10467000.0,2.640692314768841e+25,1.64,YES,YES,51.5,YES,33.2,YES
2837000.0,5.257200159547994e+23,0.44,NO,NO,110.6,NO,39.4,NO
6642000.0,6.748958730542666e+24,1.04,YES,YES,78.4,YES,30.9,YES
12185000.0,4.165982982175176e+25,1.91,YES,NO,120.6,YES,30.7,NO
14241000.0,6.652608854844513e+25,2.23,YES,YES,33.0,YES,29.6,NO
7413000.0,9.383948642264433e+24,1.16,YES,YES,19.2,NO,23.9,NO
9426000.0,1.9280611661035996e+25,1.48,YES,YES,63.0,NO,42.8,NO
6571000.0,6.532473365417419e+24,1.03,YES,YES,32.4,NO,26.1,NO
12069000.0,4.048542451694737e+25,1.89,YES,NO,36.1,YES,46.0,YES
2127000.0,2.215744720098071e+23,0.33,YES,YES,25.3,NO,25.1,NO
8135000.0,1.2394738544651642e+25,1.27,NO,NO,17.8,NO,51.2,NO
8867000.0,1.6055502668530353e+25,1.39,NO,NO,101.1,NO,30.1,NO
12042000.0,4.020271176352826e+25,1.89,NO,NO,49.6,YES,45.8,NO
5396000.0,3.617933671078363e+24,0.85,YES,YES,48.1,YES,48.7,YES
12024000.0,4.0038798114457795e+25,1.88,YES,YES,71.6,NO,47.9,NO
8103000.0,1.2255315558342034e+25,1.27,NO,NO,16.5,NO,24.4,NO
10166000.0,2.419540443432345e+25,1.59,NO,NO,16.2,NO,29.0,NO
12170000.0,4.151172137247266e+25,1.91,YES,YES,25.0,YES,24.0,YES
10584000.0,2.729002293906877e+25,1.66,NO,NO,70.8,NO,35.7,NO
8628000.0,1.4789117123540886e+25,1.35,NO,NO,72.6,NO,22.4,NO
6453000.0,6.18736812099808e+24,1.01,NO,NO,38.1,NO,35.7,NO
8402000.0,1.36578585417828e+25,1.32,NO,NO,85.3,NO,10.3,NO
4577000.0,2.207128899624203e+24,0.72,NO,NO,74.0,NO,29.6,NO
15270000.0,8.196274327465546e+25,2.39,YES,YES,24.1,YES,16.5,YES
9555000.0,2.008743118247133e+25,1.5,NO,NO,15.5,NO,34.5,NO
5433000.0,3.6919028095976063e+24,0.85,NO,NO,21.6,NO,43.1,NO
12759000.0,4.782719885974411e+25,2.0,NO,NO,38.7,NO,30.5,NO
6636000.0,6.729771957457987e+24,1.04,NO,NO,79.9,NO,31.8,NO
7863000.0,1.1195663587029086e+25,1.23,NO,NO,79.0,NO,59.9,NO
4447000.0,2.0246877036021103e+24,0.7,NO,NO,44.3,NO,25.2,NO
6328000.0,5.834413534594744e+24,0.99,NO,NO,35.6,NO,22.2,NO
12339000.0,4.325828980247364e+25,1.93,YES,YES,35.8,NO,30.5,NO
13406000.0,5.547458414774289e+25,2.1,YES,YES,75.2,NO,17.5,NO
8719000.0,1.526311947456305e+25,1.37,YES,YES,4.8,NO,34.4,NO
12338000.0,4.3244633690529985e+25,1.93,NO,NO,57.9,NO,30.0,NO
5332000.0,3.4908755765766664e+24,0.84,NO,NO,30.8,NO,19.7,NO
8004000.0,1.1809589918444424e+25,1.25,YES,YES,69.8,NO,65.9,NO
7342000.0,9.10955748839365e+24,1.15,NO,NO,50.3,NO,49.3,NO
11030000.0,3.0899656148890558e+25,1.73,YES,YES,90.8,NO,20.8,NO
9896000.0,2.231818891990191e+25,1.55,YES,YES,10.4,YES,22.1,YES
8418000.0,1.3732743870926987e+25,1.32,NO,NO,1.3,NO,46.9,NO
10781000.0,2.8849564727341043e+25,1.69,YES,YES,20.3,NO,44.3,NO
9247000.0,1.820549641416008e+25,1.45,NO,NO,50.0,NO,21.5,NO
10755000.0,2.8648708224160876e+25,1.68,NO,NO,85.3,NO,31.7,NO
8394000.0,1.3619619298657349e+25,1.31,NO,NO,60.0,NO,34.8,NO
9744000.0,2.129715079663602e+25,1.53,YES,YES,91.2,NO,16.3,NO
15968000.0,9.37485403846759e+25,2.5,YES,YES,48.9,YES,44.1,NO
10319000.0,2.5301039676934194e+25,1.62,NO,NO,43.8,NO,40.2,NO
9134000.0,1.754300068377276e+25,1.43,YES,YES,32.6,YES,29.3,YES
3290000.0,8.198315226304364e+23,0.52,NO,NO,77.9,NO,27.8,NO
7460000.0,9.561563948202602e+24,1.17,YES,NO,78.2,NO,38.4,NO
3602000.0,1.0761915060116673e+24,0.56,NO,NO,90.6,NO,36.5,NO
7112000.0,8.285418168159562e+24,1.11,YES,YES,89.0,NO,34.4,NO
8497000.0,1.4131100600495576e+25,1.33,YES,YES,53.9,NO,21.1,NO
12603000.0,4.608973499288491e+25,1.97,NO,NO,72.2,NO,31.4,NO
6324000.0,5.823693696842644e+24,0.99,YES,NO,48.4,NO,20.4,NO
13017000.0,5.07871603029926e+25,2.04,NO,NO,56.3,NO,34.7,NO
16675000.0,1.0673232958046889e+26,2.61,YES,YES,31.5,NO,31.7,NO
7844000.0,1.1114018756996804e+25,1.23,NO,NO,-6.3,NO,39.1,NO
5904000.0,4.739728226014244e+24,0.92,NO,NO,54.4,NO,37.3,NO
7137000.0,8.372442774449727e+24,1.12,YES,YES,51.5,NO,31.3,NO
5300000.0,3.4278219624495097e+24,0.83,NO,NO,57.0,NO,28.9,NO
4027000.0,1.5033895193544498e+24,0.63,NO,NO,103.1,NO,37.0,NO
8702000.0,1.5177491719417232e+25,1.36,YES,YES,56.7,YES,19.1,YES
10945000.0,3.019190379358254e+25,1.71,NO,NO,100.1,NO,40.8,NO
12153000.0,4.133467325428049e+25,1.9,YES,YES,62.9,NO,27.7,NO
8215000.0,1.2764369127244113e+25,1.29,NO,NO,93.1,NO,32.3,NO
7665000.0,1.0369465802407444e+25,1.2,NO,NO,79.5,NO,42.3,NO
12645000.0,4.654747510122813e+25,1.98,NO,NO,66.3,NO,21.3,NO
3038000.0,6.45611981096094e+23,0.48,NO,NO,37.8,NO,21.5,NO
8629000.0,1.4793395415176024e+25,1.35,YES,YES,25.2,YES,42.7,NO
6432000.0,6.129656501769601e+24,1.01,NO,NO,53.5,NO,34.4,NO
9937000.0,2.2599922263599883e+25,1.56,YES,NO,17.1,YES,21.1,YES
6964000.0,7.77375903975711e+24,1.09,NO,NO,40.6,NO,31.3,NO
12305000.0,4.290856631733776e+25,1.93,NO,NO,17.9,NO,31.1,NO
5318000.0,3.463084390372573e+24,0.83,NO,NO,54.5,NO,41.3,NO
8995000.0,1.6759493471286843e+25,1.41,NO,NO,-0.1,NO,23.1,NO
9022000.0,1.6911696743239762e+25,1.41,YES,YES,87.0,NO,43.0,NO
8138000.0,1.2411104797768473e+25,1.27,YES,YES,24.1,NO,32.1,NO
3482000.0,9.720308409016767e+23,0.55,YES,YES,92.1,NO,36.7,NO
11329000.0,3.347935810705837e+25,1.77,YES,YES,34.8,NO,32.2,NO
7601000.0,1.0111375090690272e+25,1.19,NO,NO,6.2,NO,1.1,NO
6192000.0,5.465203757297857e+24,0.97,NO,NO,14.3,NO,32.4,NO
12953000.0,5.0036352092761755e+25,2.03,YES,YES,28.9,YES,37.2,YES
2392000.0,3.151985607367272e+23,0.37,YES,YES,-9.3,NO,26.3,NO
4554000.0,2.1745325929899603e+24,0.71,YES,NO,75.0,NO,30.3,NO
13411000.0,5.5548020150753544e+25,2.1,NO,NO,13.5,NO,18.9,NO
11027000.0,3.087197658064753e+25,1.73,NO,NO,34.6,NO,23.2,NO
5054000.0,2.973120268770612e+24,0.79,YES,YES,56.9,YES,29.9,YES
4959000.0,2.8078934341567886e+24,0.78,NO,NO,40.2,YES,40.1,YES
12643000.0,4.653891477605353e+25,1.98,NO,NO,47.9,NO,39.2,NO
10030000.0,2.323434546881378e+25,1.57,YES,YES,60.9,NO,34.6,NO
11814000.0,3.797073214818671e+25,1.85,YES,YES,14.6,NO,28.7,NO
14580000.0,7.137339098048037e+25,2.28,NO,NO,36.3,NO,39.3,NO
6178000.0,5.429733128800461e+24,0.97,NO,NO,26.3,NO,27.2,NO
9022000.0,1.691190784332319e+25,1.41,YES,YES,26.6,NO,42.5,NO
11889000.0,3.870091595902537e+25,1.86,NO,NO,7.8,NO,20.4,NO
13003000.0,5.061323099328344e+25,2.04,NO,NO,17.9,NO,44.1,NO
13616000.0,5.813014161148831e+25,2.13,YES,YES,102.0,NO,55.2,NO
10558000.0,2.7112485314635034e+25,1.65,NO,NO,22.0,NO,16.8,NO
7713000.0,1.0564344519094692e+25,1.21,YES,YES,60.0,NO,25.1,NO
7729000.0,1.0634875005421852e+25,1.21,YES,YES,100.3,NO,30.9,NO
7121000.0,8.315614248348628e+24,1.12,NO,NO,46.8,NO,55.9,NO
5803000.0,4.499804349591295e+24,0.91,NO,NO,-11.5,NO,45.7,NO
312000.0,6.995834448061791e+20,0.05,NO,NO,47.8,NO,54.1,NO
2850000.0,5.33120303759263e+23,0.45,NO,NO,47.0,NO,32.5,NO
3441000.0,9.383778005127637e+23,0.54,NO,NO,-9.6,NO,48.8,NO
9085000.0,1.72668347943342e+25,1.42,NO,NO,103.8,NO,54.0,NO
6791000.0,7.211622481316284e+24,1.06,YES,YES,25.2,NO,35.8,YES
8871000.0,1.6075190757592152e+25,1.39,NO,NO,13.0,NO,46.3,NO
8494000.0,1.4111788688771873e+25,1.33,NO,NO,71.6,NO,28.0,NO
2784000.0,4.9683662264744996e+23,0.44,NO,NO,72.5,NO,25.3,NO
6358000.0,5.919142615138775e+24,1.0,NO,NO,77.8,NO,45.7,NO
4560000.0,2.1829497910976343e+24,0.71,NO,NO,69.6,NO,26.7,NO
2153000.0,2.2973344896692888e+23,0.34,NO,NO,44.5,NO,7.0,NO
11862000.0,3.8426228359838655e+25,1.86,YES,NO,67.0,NO,42.2,NO
8627000.0,1.4782676295034294e+25,1.35,NO,NO,56.8,NO,26.6,NO
13792000.0,6.041592895140581e+25,2.16,NO,NO,83.8,NO,38.0,NO
4078000.0,1.5614363895713991e+24,0.64,NO,NO,-2.0,NO,18.4,NO
8645000.0,1.4879441284048837e+25,1.35,NO,NO,43.5,NO,22.0,NO
9408000.0,1.9173377218862937e+25,1.47,YES,YES,57.6,YES,34.7,YES
11312000.0,3.3332494784410736e+25,1.77,NO,NO,50.7,NO,35.9,NO
8407000.0,1.368484955349213e+25,1.32,NO,NO,100.5,NO,27.0,NO
7019000.0,7.962681419408744e+24,1.1,NO,NO,60.3,NO,26.4,NO
10548000.0,2.7024029937235124e+25,1.65,YES,NO,36.3,YES,22.1,NO
5458000.0,3.7432121834919437e+24,0.85,NO,NO,74.1,NO,46.5,NO
10818000.0,2.915617113280718e+25,1.69,NO,NO,82.4,NO,15.3,NO
7836000.0,1.108004548710827e+25,1.23,NO,NO,80.2,NO,20.0,NO
11718000.0,3.7047322394694774e+25,1.84,YES,YES,76.2,NO,40.0,NO
8282000.0,1.3078876207432293e+25,1.3,YES,YES,43.1,NO,22.4,NO
11775000.0,3.7601190925182358e+25,1.84,YES,NO,81.5,NO,36.0,NO
12790000.0,4.817793265153611e+25,2.0,YES,YES,48.3,YES,37.7,YES
7568000.0,9.98365938408871e+24,1.19,NO,NO,48.9,NO,40.4,NO
8340000.0,1.3357598639517548e+25,1.31,YES,YES,54.3,NO,23.5,NO
10803000.0,2.9032283896292613e+25,1.69,YES,YES,30.0,NO,37.3,NO
12535000.0,4.536762121371403e+25,1.96,YES,YES,71.9,YES,35.8,YES
14031000.0,6.3612525054429695e+25,2.2,YES,YES,55.2,YES,23.1,YES
10721000.0,2.837195144864877e+25,1.68,YES,YES,10.4,YES,22.9,YES
9323000.0,1.8663699706717114e+25,1.46,NO,NO,92.4,NO,20.4,NO
5362000.0,3.549559728900555e+24,0.84,NO,NO,108.5,NO,39.4,NO
6227000.0,5.559060580554066e+24,0.98,NO,NO,16.8,NO,24.7,NO
7821000.0,1.101672826502807e+25,1.23,YES,YES,95.8,NO,30.9,NO
7931000.0,1.1485635499064665e+25,1.24,NO,NO,110.5,NO,32.6,NO
12370000.0,4.3598222059460725e+25,1.94,YES,NO,78.7,NO,37.4,NO
10348000.0,2.552372944611976e+25,1.62,NO,NO,-6.8,NO,34.1,NO
12600000.0,4.607526270941257e+25,1.97,YES,YES,-19.5,NO,31.0,YES
6374000.0,5.965415750889508e+24,1.0,YES,NO,9.4,NO,34.6,NO
9967000.0,2.2801756031048792e+25,1.56,NO,NO,-26.4,NO,27.1,NO
7790000.0,1.0885209082244447e+25,1.22,NO,NO,44.8,NO,24.4,NO
8616000.0,1.4725748096431053e+25,1.35,NO,NO,46.7,NO,43.6,NO
7909000.0,1.1389131465943861e+25,1.24,YES,YES,58.1,NO,16.5,NO
7776000.0,1.0827659482032641e+25,1.22,NO,NO,65.0,NO,41.0,NO
3497000.0,9.845986313725259e+23,0.55,NO,NO,49.0,NO,37.9,NO
7033000.0,8.010153408084967e+24,1.1,YES,YES,0.9,NO,25.6,NO
6725000.0,7.003899839224289e+24,1.05,YES,YES,53.3,NO,35.6,YES
11826000.0,3.8082985516520084e+25,1.85,NO,NO,40.0,NO,28.2,NO
5015000.0,2.9046374867008936e+24,0.79,NO,NO,33.2,NO,49.1,NO
7324000.0,9.043467996861502e+24,1.15,YES,YES,43.4,NO,26.0,NO
11063000.0,3.117595178737472e+25,1.73,NO,NO,49.6,NO,20.7,NO
9472000.0,1.9572597442015165e+25,1.48,YES,YES,94.3,NO,31.8,NO
7814000.0,1.0987308219999594e+25,1.22,YES,NO,45.5,NO,33.8,NO
6663000.0,6.810922474863343e+24,1.04,NO,NO,31.9,NO,12.8,NO
11891000.0,3.870633230194185e+25,1.86,YES,YES,14.5,NO,40.8,NO
7956000.0,1.1597383126712204e+25,1.25,NO,NO,59.3,NO,34.9,NO
10795000.0,2.896773329175051e+25,1.69,YES,YES,69.1,NO,30.2,NO
7946000.0,1.1553412071148297e+25,1.24,YES,YES,5.8,YES,27.8,YES
13617000.0,5.8146763548230725e+25,2.13,YES,YES,73.3,YES,26.0,YES
9189000.0,1.786750991746445e+25,1.44,NO,NO,31.6,NO,43.7,NO
11844000.0,3.8257758922076466e+25,1.86,NO,NO,63.9,NO,19.6,NO
2940000.0,5.852593500809465e+23,0.46,YES,YES,59.4,NO,35.5,NO
6810000.0,7.274176979581409e+24,1.07,YES,YES,107.7,YES,22.8,NO
4095000.0,1.5812181258631303e+24,0.64,NO,NO,91.8,NO,29.8,NO
9882000.0,2.222423170771715e+25,1.55,NO,NO,32.5,NO,43.4,NO
11212000.0,3.246529180449113e+25,1.76,NO,NO,71.3,NO,30.3,NO
3576000.0,1.0531112831940276e+24,0.56,YES,YES,46.6,NO,34.8,NO
11969000.0,3.948840544307663e+25,1.88,YES,YES,36.1,YES,30.4,YES
5176000.0,3.193282607274222e+24,0.81,YES,YES,17.8,NO,44.2,NO
12526000.0,4.525616237263043e+25,1.96,NO,NO,37.3,NO,29.4,NO
5936000.0,4.8173657581390203e+24,0.93,YES,YES,38.7,YES,29.3,YES
11076000.0,3.1282644347688294e+25,1.73,YES,YES,39.6,NO,44.5,NO
8867000.0,1.6054762126911287e+25,1.39,NO,NO,63.0,NO,35.1,NO
14573000.0,7.125163695474652e+25,2.28,YES,NO,2.8,NO,48.8,NO
9872000.0,2.2160037782755835e+25,1.55,YES,YES,45.2,YES,41.0,YES
12157000.0,4.137313089896759e+25,1.9,NO,NO,-28.2,NO,37.3,NO
5982000.0,4.928792404118408e+24,0.94,YES,YES,54.9,NO,18.4,NO
11441000.0,3.44890916621976e+25,1.79,NO,NO,9.8,NO,46.2,NO
5774000.0,4.431945685145663e+24,0.9,NO,NO,30.2,NO,51.8,NO
9110000.0,1.741000755240429e+25,1.43,NO,NO,-4.3,NO,44.9,NO
1875000.0,1.5177942210902474e+23,0.29,NO,NO,14.2,NO,30.8,NO
6990000.0,7.865387781547222e+24,1.1,NO,NO,84.5,NO,28.2,NO
8873000.0,1.6086526698427139e+25,1.39,NO,NO,48.7,NO,41.5,NO
5190000.0,3.219700035501358e+24,0.81,NO,NO,44.3,NO,33.4,NO
5312000.0,3.4504158764006746e+24,0.83,NO,NO,73.1,NO,31.0,NO
12791000.0,4.817372514347679e+25,2.0,NO,NO,-18.0,NO,35.9,NO
5743000.0,4.3607877866377035e+24,0.9,NO,NO,79.3,NO,50.9,NO
6807000.0,7.265614894832142e+24,1.07,YES,YES,87.4,NO,50.0,NO
9463000.0,1.951051999279334e+25,1.48,NO,NO,23.9,NO,33.0,NO
7724000.0,1.060799600289826e+25,1.21,NO,NO,84.5,NO,30.8,NO
8230000.0,1.2832169211891606e+25,1.29,NO,NO,57.8,YES,50.7,NO
11001000.0,3.064959265156561e+25,1.72,YES,NO,70.6,NO,36.7,NO
6779000.0,7.173681520373452e+24,1.06,NO,NO,37.0,NO,29.8,NO
8839000.0,1.589503847147502e+25,1.38,YES,YES,31.1,NO,27.9,YES
8800000.0,1.5690541342429643e+25,1.38,NO,NO,103.5,NO,34.3,NO
10911000.0,2.991422585120183e+25,1.71,NO,NO,35.9,NO,44.5,NO
7809000.0,1.0966160048475868e+25,1.22,NO,NO,53.2,NO,29.8,NO
19027000.0,1.5864039138233787e+26,2.98,YES,YES,19.4,NO,38.9,NO
15745000.0,8.987942178349948e+25,2.47,YES,NO,73.4,NO,42.2,NO
5943000.0,4.833965896206984e+24,0.93,NO,NO,23.6,NO,22.5,NO
10880000.0,2.966120665306836e+25,1.7,NO,NO,76.1,NO,44.2,NO
7768000.0,1.07939883646154e+25,1.22,YES,YES,13.1,YES,25.0,YES
10863000.0,2.9526246353756693e+25,1.7,YES,YES,33.6,YES,27.0,NO
1467000.0,7.269508394002431e+22,0.23,NO,NO,53.2,NO,41.1,NO
7660000.0,1.0352551374899233e+25,1.2,NO,NO,84.5,NO,35.5,NO
9081000.0,1.7244540498194991e+25,1.42,NO,NO,60.5,NO,24.5,NO
7305000.0,8.979665422287232e+24,1.14,YES,YES,9.0,NO,35.0,NO
14339000.0,6.786651281747905e+25,2.25,YES,YES,32.5,YES,29.5,YES
8468000.0,1.3981333585351433e+25,1.33,YES,YES,-1.1,NO,44.3,YES
7814000.0,1.098330670933727e+25,1.22,YES,YES,47.6,YES,44.4,YES
8316000.0,1.3242498541772085e+25,1.3,NO,NO,17.1,NO,35.1,NO
6110000.0,5.251252920434367e+24,0.96,NO,NO,33.6,NO,28.5,NO
8058000.0,1.2049119936533182e+25,1.26,NO,NO,25.6,NO,20.5,NO
11644000.0,3.635410249656627e+25,1.82,NO,NO,1.9,NO,40.6,NO
11172000.0,3.2114204885897454e+25,1.75,YES,YES,57.2,NO,26.5,NO
11731000.0,3.7172263954990184e+25,1.84,NO,NO,28.2,NO,44.1,NO
6998000.0,7.890308747776935e+24,1.1,YES,YES,37.6,NO,31.3,NO
13347000.0,5.475071681645517e+25,2.09,YES,YES,56.9,NO,36.6,NO
10112000.0,2.3810736344320523e+25,1.58,YES,YES,59.6,NO,29.5,NO
1824000.0,1.397159623058605e+23,0.29,NO,NO,29.9,NO,32.7,NO
8212000.0,1.2757044581438995e+25,1.29,NO,NO,33.5,NO,18.7,NO
13995000.0,6.310482692872944e+25,2.19,YES,YES,-16.5,NO,48.8,NO
10996000.0,3.06159364582287e+25,1.72,YES,YES,56.8,NO,42.2,NO
9650000.0,2.068853150253474e+25,1.51,NO,NO,49.6,NO,36.9,NO
13864000.0,6.137254110486107e+25,2.17,YES,YES,41.0,NO,36.8,NO
10992000.0,3.0583381681100673e+25,1.72,YES,YES,65.5,YES,41.7,NO
10160000.0,2.4148252014327025e+25,1.59,NO,NO,47.9,NO,26.8,NO
5606000.0,4.0578003009360896e+24,0.88,YES,YES,4.2,YES,34.1,YES
6765000.0,7.128348385206974e+24,1.06,YES,YES,45.6,YES,28.4,YES
7892000.0,1.1318677548131414e+25,1.24,NO,NO,63.4,NO,45.4,NO
13415000.0,5.559182697315437e+25,2.1,YES,YES,28.7,NO,18.7,NO
11089000.0,3.1390570675250153e+25,1.74,YES,NO,71.9,NO,50.8,NO
8219000.0,1.2786895494509004e+25,1.29,YES,YES,5.6,NO,31.0,NO
15609000.0,8.75577680876172e+25,2.44,YES,YES,65.9,YES,30.5,YES
6554000.0,6.481491275765876e+24,1.03,NO,NO,64.9,NO,14.6,NO
9512000.0,1.98142693226545e+25,1.49,YES,YES,43.2,NO,34.8,YES
11992000.0,3.972383412509421e+25,1.88,NO,NO,40.1,NO,35.5,NO
12349000.0,4.335865933604651e+25,1.93,YES,YES,74.2,NO,22.2,NO
10581000.0,2.726963135379803e+25,1.66,YES,YES,64.8,NO,42.3,NO
7345000.0,9.123819105041921e+24,1.15,NO,NO,101.2,NO,18.9,NO
15052000.0,7.85425334581269e+25,2.36,NO,NO,61.8,NO,35.1,NO
7504000.0,9.727123932270754e+24,1.18,YES,YES,0.7,NO,26.3,NO
9050000.0,1.7066287630982153e+25,1.42,NO,NO,46.7,NO,40.2,NO
6609000.0,6.64756377979364e+24,1.04,NO,NO,65.7,NO,30.7,NO
9172000.0,1.7769922984197531e+25,1.44,NO,NO,41.0,NO,22.0,NO
8359000.0,1.3449561972688073e+25,1.31,NO,NO,12.1,NO,34.0,NO
11970000.0,3.949212699212035e+25,1.87,NO,NO,26.0,NO,26.3,NO
7599000.0,1.0104524567966787e+25,1.19,YES,YES,55.8,NO,32.8,NO
9305000.0,1.8546805830157158e+25,1.46,NO,NO,79.6,NO,36.1,NO
7473000.0,9.610076498238842e+24,1.17,YES,NO,69.2,NO,32.6,NO
12318000.0,4.3044517464668735e+25,1.93,YES,YES,115.0,YES,33.8,YES
7799000.0,1.0926096974795362e+25,1.22,NO,NO,56.5,NO,35.5,NO
11655000.0,3.645339471762349e+25,1.83,NO,NO,48.4,NO,60.4,NO
7246000.0,8.760939202147802e+24,1.14,YES,YES,15.1,NO,49.1,YES
6375000.0,5.964581152654483e+24,1.0,NO,NO,58.3,NO,45.8,NO
